place_id,name,site,phone,email,whatsapp,instagram,facebook,cleaned_on
ChIJ0-QO8jTRBZERpLcqXjB3Kr4,CENTRO DE ARTES MARCIALES,NA,+51 996 165 198,NA,https://wa.me/51996165198,NA,https://www.facebook.com/CentrodeArtesMarciales.Peru,2025-07-14
ChIJQ31ia9PRBZERRfVjIYN9VuA,Club Deportivo InkaTAC Warriors,http://www.inkatac.com/,+51 900 096 525,security@inkatac.com,https://wa.me/51900096525,https://www.instagram.com/inkatac,https://www.facebook.com/InkaTacCombatTrainingAcademy,2025-07-14
ChIJH-p69sm3BZERtabzgMfhqW0,De Vettori Karate Dojo,https://www.devettorikaratedojo.com/de-vettori-dojo,+51 996 050 602,NA,https://wa.me/51996050602,NA,NA,2025-07-14
ChIJG9kQoXbJBZER3AlWHo88KO4,Dojo Himawari,NA,+51 954 110 499,NA,https://wa.me/51954110499,NA,NA,2025-07-14
ChIJx2KpUbvJBZERSXuxS6VWegQ,Dojo uturunku,NA,+51 984 307 753,NA,https://wa.me/51984307753,NA,NA,2025-07-14
ChIJ4e04LYrJBZERJn9FTvP_KYc,Escuela de Capoeira Nagô Perú,NA,+51 924 653 191,academiathefactory@gmail.com,https://wa.me/51924653191,NA,https://www.facebook.com/thefactorymiraflores,2025-07-14
ChIJCZ9ET-npBZERmwkARU697XA,ESCUELA NOVOA - SEDE CHACLACAYO,NA,+51 921 822 252,NA,https://wa.me/51921822252,NA,NA,2025-07-14
ChIJzRmx2l3vBZERIv9LuWJr-UY,ESCUELA NOVOA - Sede Yanacoto,NA,+51 921 822 252,NA,https://wa.me/51921822252,NA,NA,2025-07-14
ChIJubZD0HvFBZERQWkbdUOlvgQ,Escuelas de Artes Marciales Golden Rider Figth Team,NA,+51 903 081 371,NA,https://wa.me/51903081371,NA,https://www.facebook.com/GoldenRiderFigthTeam,2025-07-14
ChIJz03HLXzBBZERrg1vTS-hH8o,Federación Internacional Taekwon-Do Tradicional Sam-il,NA,+51 932 272 686,samilescuelataekwondo@gmail.com,https://wa.me/51932272686,NA,https://www.facebook.com/EscuelaTaekwondoSamil,2025-07-14
ChIJMWm_TyDFBZERPAmzxjVEhbo,FERTEX ARTES MARCIALES VENCEDORES,NA,+51 959 303 043,jordanmiranda9902@gmail.com,https://wa.me/51959303043,NA,https://www.facebook.com/fertexvencedores,2025-07-14
ChIJwTj8Xu7FBZERi0agsCck9RU,Fertex Guk-Gi (Buenos Aires),NA,+51 923 823 918,NA,https://wa.me/51923823918,NA,NA,2025-07-14
ChIJVW0EmhHHBZER_JJo4iXfnkY,Fight Club Perú,NA,+51 912 140 061,NA,https://wa.me/51912140061,https://www.instagram.com/fightclub.pe,NA,2025-07-14
ChIJSYYL9dbpBZERAH45ckrXXJI,Fit House - Artes Marciales en Chaclacayo,NA,+51 923 975 807,flygestaoartistica@gmail.com,https://wa.me/51923975807,https://www.instagram.com/elixirloungevibes,NA,2025-07-14
ChIJiUD0uIzJBZERMtyqr78xuGk,Kaizen Martial Arts,NA,+51 907 319 820,NA,https://wa.me/51907319820,NA,NA,2025-07-14
ChIJ92Sw1zfJBZERjzp-2jBBPCc,Knockstar Team,NA,+51 994 107 481,knockstarteam@hotmail.com,https://wa.me/51994107481,NA,https://www.facebook.com/KnockstarTeam,2025-07-14
ChIJ2RQ12Su5BZER7k-Ju-QN95g,Knockstarteam Chorrillos,NA,+51 940 321 970,NA,https://wa.me/51940321970,https://www.instagram.com/knockstarteam_chorrillos,NA,2025-07-14
ChIJl0MWi2DPBZERgFcEjhaUsr4,Martial Gym,NA,NA,NA,NA,NA,NA,2025-07-14
ChIJ8_BFx5PPBZERWwYNTecWaQ0,martial gym,NA,NA,NA,NA,NA,NA,2025-07-14
ChIJTftM_zrIBZERka67kYT47XQ,MMA & Boxing Club,NA,+51 999 149 371,NA,https://wa.me/51999149371,NA,NA,2025-07-14
ChIJYVOUbjvIBZERdBp3eI6wbZk,Moving Zen Perú,http://www.movingzenperu.com/,+51 981 032 561,info@movingzenperu.com,https://wa.me/51981032561,NA,NA,2025-07-14
ChIJsZ2tIsLHBZER37S3_pK3UIs,Panther Fight Academy,NA,+51 907 350 376,NA,https://wa.me/51907350376,https://www.instagram.com/pantherfightacademyperu,NA,2025-07-14
ChIJR7eS71vOBZERIgPBA0j4K7E,Peru Fight Academy Norte: Boxeo - Muay Thai - MMA,https://www.perufightacademy.net/,+51 962 740 772,perufightacademynorte@gmail.com,https://wa.me/51962740772,https://www.instagram.com/perufightacademynorte,https://www.facebook.com/PeruFightAcademyNorte,2025-07-14
ChIJOWUMw77PBZERy8POn-61MWk,Predator Combat Academy - PCA,NA,+51 997 207 080,NA,https://wa.me/51997207080,NA,NA,2025-07-14
ChIJ7ZUIvK7FBZERUZZa79pBF54,Predator Fight Center,NA,+51 941 875 159,NA,https://wa.me/51941875159,NA,NA,2025-07-14
ChIJPSIV6RrFBZER_QQAA2iF31s,R1 Escuela De Deportes - Artes Marciales y fitness,NA,+51 936 122 909,NA,https://wa.me/51936122909,NA,https://www.facebook.com/R1deportes,2025-07-14
ChIJh4tNXAG3BZERzNdN3Wepyjo,Strike Team Gym,NA,NA,NA,NA,NA,NA,2025-07-14
ChIJfR7pXMrRBZERFdTSKfVDIKg,Team Chavez,NA,+51 902 999 508,NA,https://wa.me/51902999508,https://www.instagram.com/teamchavez_tcv/,https://www.facebook.com/teamchavezperu/?locale=es_LA,2025-07-14
ChIJieoTqpHFBZEReDjwbQNIQmc,Team La Jauría Fight Club,NA,+51 916 718 341,NA,https://wa.me/51916718341,NA,NA,2025-07-14
ChIJM6SvQ-3JBZERvH2XIwsA4kY,Tres Coronas MT,NA,+51 952 725 364,NA,https://wa.me/51952725364,NA,NA,2025-07-14
ChIJ4aVREwDHBZERglyIXiaVZ9Y,Triumph Fight Center academia de artes marciales,NA,+51 900 966 701,NA,https://wa.me/51900966701,NA,NA,2025-07-14
ChIJ148eGJzJBZER-YR5bt1dUDM,True sports,NA,+51 907 832 437,NA,https://wa.me/51907832437,NA,NA,2025-07-14
ChIJK8LnTOjFBZERBwnyzoHB4IY,Under Fire Fight Club,NA,+51 981 151 616,NA,https://wa.me/51981151616,https://www.instagram.com/underffc,NA,2025-07-14
ChIJ85ntbIC7BZERa5AoRUpRtro,Villa Fight,NA,+51 949 596 547,NA,https://wa.me/51949596547,NA,NA,2025-07-14
ChIJcVtkKVrHBZERpcPJO0DIVvo,VIP TRAINING LA MOLINA PREMIUM,NA,+51 1 7736333,viptraininglm@gmail.com,NA,NA,https://www.facebook.com/viptraininglamolina,2025-07-14
ChIJeaNN3PW3BZER1JN21LAn4G4,ZENDO - MARTIAL ARTS,NA,+51 941 368 736,adzendo@hotmail.com,https://wa.me/51941368736,NA,https://www.facebook.com/ZENDO-MARTIAL-ARTS-153572154708722,2025-07-14
